geography,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2024_scaling_fact,2026_scaling_fact,2030_scaling_fact,2024_scaled_BTN_places,2026_scaled_BTN_places,2030_scaled_BTN_places,2024_realistic_apps
E01017002,25.92657371,24.4162011,24.21064743,26.05169334,24.43407533,25.15798173,24.89880537,23.87997413,22.74496039,23.00413676,23.05775946,0.008937116,0.008937116,0.008937116,22.87901713,21.53844972,19.79571209,20.1688305278237
E01033329,17.98535394,16.93760323,16.79500993,18.07214986,16.95000264,17.45217902,17.27238748,16.56562073,15.77825776,15.95804931,15.99524756,0.006199708,0.006199708,0.006199708,15.87125339,14.94129714,13.73235401,13.9911875614325
E01016979,32.97690552,31.05581037,30.79435955,33.1360495,31.07854522,31.9993068,31.66965142,30.37376475,28.93010153,29.25975691,29.32796147,0.011367427,0.011367427,0.011367427,29.10061294,27.3954989,25.17885065,25.6534328947658
E01017012,29.66309178,27.93504541,27.6998675,29.80624355,27.95549567,28.78373091,28.48720224,27.32153783,26.02294677,26.31947544,26.38082619,0.010225126,0.010225126,0.010225126,26.17632367,24.6425547,22.64865505,23.0755470369146
E01016871,8.330377324,7.845084747,7.779039011,8.370579076,7.850827854,8.083423705,8.000148647,7.672791524,7.308104202,7.39137926,7.408608582,0.002871554,0.002871554,0.002871554,7.351177508,6.920444451,6.360491476,6.48037686655647
E01016911,10.63798677,10.01826262,9.933921463,10.68932487,10.02559663,10.32262419,10.21628099,9.798242211,9.332532345,9.438875543,9.460877584,0.003667007,0.003667007,0.003667007,9.387537447,8.837486425,8.122420096,8.27551510479339
E01016915,23.27047337,21.91483394,21.73033863,23.38277486,21.93087701,22.58062135,22.34799683,21.43354183,20.41480687,20.64743139,20.6955606,0.008021535,0.008021535,0.008021535,20.5351299,19.33189963,17.76770028,18.1025938512397
E01016902,25.75014005,24.25004572,24.04589087,25.87440822,24.26779831,24.98677844,24.7293658,23.71746785,22.59017802,22.84759066,22.90084845,0.008876298,0.008876298,0.008876298,22.72332249,21.39187781,19.66099973,20.0315790545455
E01016996,26.70672331,25.15090248,24.93916355,26.83560788,25.16931456,25.91500384,25.64802866,24.59854005,23.42937292,23.69634809,23.75158433,0.00920604,0.00920604,0.00920604,23.56746352,22.18655746,20.39137957,20.7757254170799
E01016934,20.62538002,19.42383255,19.26030834,20.7249165,19.43805205,20.01394166,19.80775896,18.99724765,18.0943096,18.30049231,18.3431508,0.007109748,0.007109748,0.007109748,18.20095583,17.13449357,15.74809264,16.0449197399449
E01016929,28.00079047,26.36958275,26.14758407,28.1359201,26.38888699,27.17070844,26.89079705,25.79045575,24.56463694,24.84454832,24.90246102,0.009652117,0.009652117,0.009652117,24.70941869,23.26160118,21.37943843,21.7824076606061
E01016870,19.33454563,18.20819671,18.05490662,19.42785264,18.22152628,18.76137399,18.56809518,17.80830952,16.96188164,17.15516044,17.19514916,0.006664786,0.006664786,0.006664786,17.06185343,16.06213546,14.76250209,15.0407523349862
E01016880,29.67204616,27.94347815,27.70822925,29.81524114,27.96393457,28.79241983,28.49580165,27.32978536,26.0308023,26.32742048,26.38878976,0.010228213,0.010228213,0.010228213,26.1842255,24.64999353,22.65549198,23.0825128374656
E01016903,24.63228844,23.19731541,23.00202322,24.75116194,23.21429734,23.90206548,23.6558275,22.68785753,21.60950502,21.855743,21.90668879,0.008490965,0.008490965,0.008490965,21.73686949,20.4632248,18.80748669,19.1619786137741
E01017011,22.98606139,21.64699059,21.46475019,23.09699033,21.66283758,22.30464074,22.07485937,21.17158084,20.16529687,20.39507825,20.44261923,0.007923496,0.007923496,0.007923496,20.28414931,19.09562494,17.55054325,17.8813437443526
E01016850,11.98189308,11.28387863,11.18888258,12.03971676,11.29213915,11.62669046,11.50691283,11.03606284,10.51151944,10.63129707,10.65607865,0.004130263,0.004130263,0.004130263,10.57347338,9.953933928,9.148532635,9.32096826887052
E01016959,13.63685639,12.84243077,12.73431367,13.7026668,12.85183226,13.23259247,13.09627091,12.56038617,11.96339177,12.09971332,12.12791778,0.004700743,0.004700743,0.004700743,12.03390292,11.32879142,10.41214647,10.6083992683196
E01016950,9.331296237,8.787694353,8.713713032,9.376328346,8.794127512,9.054670426,8.96138963,8.594699602,8.186194044,8.279474841,8.298774316,0.003216579,0.003216579,0.003216579,8.234442732,7.751955853,7.124722911,7.25901287669421
E01017009,12.67358949,11.93527973,11.8347997,12.73475125,11.94401712,12.29788156,12.17118936,11.67315792,11.11833342,11.24502563,11.27123781,0.004368697,0.004368697,0.004368697,11.18386387,10.52855935,9.676663469,9.8590535493113
E01016878,19.65455701,18.50956558,18.35373834,19.74940837,18.52311577,19.07189865,18.87542083,18.10305975,17.2426224,17.43910022,17.4797508,0.006775097,0.006775097,0.006775097,17.34424886,16.32798428,15.00684032,15.2896959647383
E01016928,20.90655925,19.68863146,19.52287797,21.00745267,19.70304481,20.28678534,20.07779182,19.25623106,18.34098355,18.54997708,18.59321712,0.007206673,0.007206673,0.007206673,18.44908365,17.36808266,15.96278136,16.2636550082645
E01016931,18.66075797,17.57366108,17.42571298,18.75081334,17.58652613,18.10756074,17.92101748,17.18770952,16.37077871,16.55732197,16.59591712,0.006432526,0.006432526,0.006432526,16.4672666,15.5023877,14.24804513,14.5165986556474
E01016962,16.68556517,15.71353465,15.58124648,16.7660884,15.72503797,16.19092242,16.02412428,15.36843506,14.63797427,14.8047724,14.83928236,0.00575166,0.00575166,0.00575166,14.72424916,13.86150019,12.73992652,12.9800543559229
E01016909,17.28653765,16.27949702,16.14244416,17.36996113,16.29141466,16.77407911,16.60127332,15.9219678,15.16519763,15.33800342,15.37375634,0.00595882,0.00595882,0.00595882,15.25457993,14.36075689,13.19878693,13.4475635746556
E01016885,19.66167689,18.51627068,18.360387,19.75656261,18.52982579,19.07880746,18.88225847,18.10961759,17.24886855,17.44541755,17.48608286,0.006777551,0.006777551,0.006777551,17.35053183,16.3338991,15.01227656,15.2952346710744
E01017006,22.53671204,21.22381844,21.04514061,22.64547246,21.23935564,21.86861234,21.64332291,20.75770237,19.77109002,19.99637945,20.04299106,0.007768601,0.007768601,0.007768601,19.88761904,18.72232886,17.20745163,17.5317853796143
E01016995,24.60564342,23.17222262,22.97714168,24.72438834,23.18918618,23.87621035,23.63023874,22.66331583,21.58612978,21.8321014,21.88299208,0.00848178,0.00848178,0.00848178,21.71335648,20.4410895,18.78714243,19.1412508914601
E01016949,9.978438875,9.397137196,9.318025133,10.02659404,9.404016506,9.682628553,9.582878561,9.190757902,8.753921729,8.853671721,8.874309651,0.003439655,0.003439655,0.003439655,8.805516553,8.289568317,7.618835611,7.76243883460055
E01016923,20.99317794,19.77020411,19.60376389,21.09448938,19.78467717,20.37083623,20.16097681,19.33601222,18.41697272,18.62683213,18.67025132,0.007236532,0.007236532,0.007236532,18.52552069,17.44004096,16.02891732,16.331037522865
E01016897,21.97273721,20.6926984,20.51849194,22.07877593,20.70784679,21.32135652,21.10170489,20.23824676,19.2763241,19.49597573,19.54142089,0.007574194,0.007574194,0.007574194,19.38993701,18.25380789,16.77684003,17.0930574192837
E01016874,10.99704843,10.35640686,10.26921895,11.05011932,10.36398842,10.67104147,10.5611089,10.12896015,9.64753128,9.757463856,9.780208527,0.003790778,0.003790778,0.003790778,9.704392957,9.135776182,8.396574375,8.55483676650138
E01016898,17.99937558,16.95080803,16.80810357,18.08623916,16.96321711,17.46578499,17.28585328,16.57853552,15.79055872,15.97049043,16.00771768,0.006204542,0.006204542,0.006204542,15.88362685,14.95294559,13.74305995,14.0020952947658
E01016895,27.24405312,25.65692973,25.44093068,27.3755308,25.67571225,26.43640453,26.16405791,25.09345396,23.9007636,24.17311022,24.22945779,0.009391263,0.009391263,0.009391263,24.04163254,22.63294313,20.80164691,21.1937256550964
E01016932,17.65983906,16.63105147,16.49103896,17.74506407,16.64322647,17.13631402,16.9597765,16.26580144,15.49268887,15.66922639,15.70575139,0.006087501,0.006087501,0.006087501,15.58400138,14.6708763,13.48381369,13.7379626490358
E01016883,11.31177443,10.65279825,10.5631151,11.36636417,10.66059679,10.97643744,10.86335869,10.41884221,9.923635268,10.03671402,10.06010962,0.003899267,0.003899267,0.003899267,9.982124278,9.397234183,8.636877061,8.79966878501378
E01016912,7.973150169,7.508668136,7.445454605,8.011627971,7.514164965,7.736786531,7.657082514,7.343763272,6.994714644,7.074418661,7.090909148,0.002748414,0.002748414,0.002748414,7.03594086,6.6236787,6.087737892,6.20248230082645
E01016914,14.0156613,13.19916811,13.08804773,14.08329979,13.20883075,13.60016772,13.46005942,12.90928887,12.29571114,12.43581944,12.46480736,0.004831321,0.004831321,0.004831321,12.36818095,11.64348285,10.70137531,10.9030796253444
E01016861,5.667375222,5.337217892,5.292285238,5.694725533,5.34112508,5.499366166,5.44271195,5.220002272,4.971895877,5.028550093,5.040271655,0.001953594,0.001953594,0.001953594,5.001199782,4.708160732,4.327209967,4.40877115768595
E01016872,19.70234354,18.55456827,18.39836217,19.79742552,18.56815141,19.11826855,18.92131303,18.14707409,17.28454475,17.48150027,17.52224969,0.00679157,0.00679157,0.00679157,17.38641829,16.36768285,15.04332677,15.3268701179063
E01016866,25.57279744,24.08303433,23.88028551,25.69620977,24.10066467,24.81469314,24.55905331,23.55412436,22.43459824,22.69023806,22.74312906,0.008815166,0.008815166,0.008815166,22.56682573,21.24455078,19.52559336,19.8936204782369
E01016896,13.35060991,12.5728598,12.46701215,13.41503891,12.58206394,12.95483174,12.82137167,12.2967355,11.71227239,11.84573247,11.8733449,0.004602072,0.004602072,0.004602072,11.78130347,11.09099272,10.19358874,10.3857220672176
E01016875,24.65504634,23.21874753,23.02327491,24.77402967,23.23574515,23.92414872,23.67768324,22.70881896,21.62947016,21.87593563,21.92692849,0.008498809,0.008498809,0.008498809,21.7569523,20.48213088,18.82486302,19.1796824683196
E01016873,7.290626255,6.865905181,6.808102904,7.32581025,6.870931466,7.074496004,7.001614873,6.715116634,6.395947542,6.468828673,6.483907528,0.002513142,0.002513142,0.002513142,6.433644679,6.056673311,5.566610533,5.67153249939394
E01016891,13.01107339,12.25310324,12.14994754,13.07386382,12.2620733,12.62536077,12.49529489,11.98400141,11.41440254,11.54446843,11.57137861,0.00448503,0.00448503,0.00448503,11.481678,10.80892343,9.934342489,10.1215894214876
E01016997,29.97414878,28.22798155,27.99033749,30.11880169,28.24864625,29.08556664,28.78592847,27.60804052,26.29583201,26.59547017,26.65746427,0.01033235,0.01033235,0.01033235,26.45081726,24.90096469,22.88615634,23.3175248573003
E01016926,21.99064597,20.70956387,20.53521542,22.09677111,20.72472461,21.33873437,21.11890371,20.25474182,19.29203516,19.51186581,19.55734802,0.007580367,0.007580367,0.007580367,19.40574067,18.26868555,16.7905139,17.1069890203857
E01016987,26.87787159,25.31208038,25.09898454,27.00758211,25.33061046,26.08107843,25.81239237,24.75617818,23.57951851,23.84820458,23.9037948,0.009265037,0.009265037,0.009265037,23.71849406,22.32873855,20.52205639,20.9088652870523
